Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
G25 Other extrapyramidal and movement disorders,131032,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,3663,391178,0.0233259912787783,-0.190489701213129,,,icd_first_occurrence-131032-both_sexes--
K00 Disorders of tooth development and eruption,131552,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,213,394628,0.0234238652278823,0.791595504973566,,,icd_first_occurrence-131552-both_sexes--
Y49.1 Median sternotomy approach,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,290,394551,0.0238460633474797,-0.67742812582673,,,categorical-41210-both_sexes-Y491-
M10 Gout,131858,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,13596,381245,0.0240186510113314,0.0969575799227524,,,icd_first_occurrence-131858-both_sexes--
T12.3 Aspiration of pleural cavity,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,269,394572,0.0241572920531171,0.698060106840776,,,categorical-41210-both_sexes-T123-
X71.2 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 7,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,816,394025,0.0243573577242108,-0.400668912043397,,,categorical-41200-both_sexes-X712-
Ever taken cannabis,20453,continuous,,Online follow-up > Mental health > Cannabis use,,128117,,0.0253662099691691,0.0289094095230982,,,continuous-20453-both_sexes--
E14 Unspecified diabetes mellitus,130714,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,17397,377444,0.0254119906166183,-0.0837641659932986,,,icd_first_occurrence-130714-both_sexes--
W91.9 Unspecified other manipulation of joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,698,394143,0.02565586830399,-0.432107415491205,,,categorical-41210-both_sexes-W919-
body fat percent female custom,body_fat_percent_female_custom,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,210152,,0.0257125489050237,-0.0267082385972913,,,continuous-body_fat_percent_female_custom-females--custom
W59.3 Fusion of first metatarsophalangeal joint NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,199,394642,0.0257844393857243,0.800243240964384,,,categorical-41210-both_sexes-W593-
Spiriva 18micrograms inhalation capsule,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,572,394211,0.0258011460487884,-0.479462154001616,,,categorical-20003-both_sexes-1141182632-
Z15.1 Upper inner quadrant of breast,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,280,213333,0.0260039264189637,-0.673367314915322,,,categorical-41210-both_sexes-Z151-
Carbamazepine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,600,394183,0.0260205641328962,-0.463569052807895,,,categorical-20003-both_sexes-2038459704-
Urate,30880,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,376357,,0.0262543471544134,0.0152318607945011,,,continuous-30880-both_sexes--irnt
High cholesterol,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,48438,346345,0.0263871499227511,-0.0524459632674876,,,categorical-20002-both_sexes-1473-
Mean MO in anterior corona radiata on FA skeleton (left),25175,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0264851224174605,-0.0868177038881249,,,continuous-25175-both_sexes--irnt
U21.2 Computed tomography NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,9525,385316,0.0267804623032964,-0.115900969456951,,,categorical-41200-both_sexes-U212-
E42.3 Temporary tracheostomy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,589,394252,0.0269163194328947,-0.461387321595711,,,categorical-41210-both_sexes-E423-
H00 Hordeolum and chalazion,131128,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,9875,384966,0.0275803591695081,0.111684800115311,,,icd_first_occurrence-131128-both_sexes--
Shingles,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,341,394442,0.0284251915815221,0.594612659003657,,,categorical-20002-both_sexes-1573-
T36.4 Biopsy of lesion of omentum,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,754,212859,0.0289645083650883,-0.40853176329921,,,categorical-41210-both_sexes-T364-
Clarityn 10mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,331,394452,0.0289929660727196,0.610507697004527,,,categorical-20003-both_sexes-1140862776-
T86.8 Other specified sampling of lymph nodes,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,244,394597,0.029100475956518,-0.713644047813489,,,categorical-41210-both_sexes-T868-
Longest period of unenthusiasm / disinterest,5375,continuous,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,35380,,0.0292960290096905,-0.0572942864991944,,,continuous-5375-both_sexes--irnt
W84.8 Other specified therapeutic endoscopic operations on other joint structure,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1715,393126,0.0295398014309249,-0.26772032643809,,,categorical-41200-both_sexes-W848-
"Raynaud's phenomenon/disease",20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,418,394365,0.0296432716050863,-0.541428557122114,,,categorical-20002-both_sexes-1561-
Ranitidine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,6500,388283,0.0301818495909501,0.135663836703479,,,categorical-20003-both_sexes-1140879406-
Psoriatic arthropathy,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,760,394023,0.0302960741647792,-0.396522656608289,,,categorical-20002-both_sexes-1477-
Q02.3 Cauterisation of lesion of cervix uteri,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,769,212844,0.0312938491710614,0.403068534831951,,,categorical-41200-both_sexes-Q023-
K62 Other diseases of anus and rectum,131646,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,31147,363694,0.0314278931209683,0.0568785646254042,,,icd_first_occurrence-131646-both_sexes--
D15.1 Myringotomy with insertion of ventilation tube through tympanic membrane,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1382,393459,0.0320539685767237,0.294158179017835,,,categorical-41200-both_sexes-D151-
Volume of pallidum (left),25017,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,18180,,0.0322866780690777,-0.075915057485119,,,continuous-25017-both_sexes--irnt
Atorvastatin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,11874,382909,0.0325689008139661,-0.0993022194790865,,,categorical-20003-both_sexes-1141146234-
Becotide 50 inhaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2414,392369,0.0327844903530987,0.219353092373177,,,categorical-20003-both_sexes-1140862382-
T87.4 Excision or biopsy of mediastinal lymph node,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,457,394384,0.0331909724408442,-0.510734173082969,,,categorical-41210-both_sexes-T874-
O81 Single delivery by forceps and vacuum extractor,132278,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,1531,212082,0.0333975115517845,0.28636312033563,,,icd_first_occurrence-132278-both_sexes--
Trunk fat mass,23128,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,387722,,0.0338928229307094,-0.0167921028479068,,,continuous-23128-both_sexes--irnt
Pravastatin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1886,392897,0.0339256492334023,0.248441403982305,,,categorical-20003-both_sexes-1140888648-
Polyunsaturated fat,100007,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,56050,,0.0342101001170282,0.0441249788720548,,,continuous-100007-both_sexes--irnt
Weighted-mean MO in tract inferior longitudinal fasciculus (left),25556,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.0342507803693416,-0.0818693767325201,,,continuous-25556-both_sexes--irnt
Radical prostatectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1262,179933,0.0345360631246958,0.300037257982592,,,categorical-20004-both_sexes-1208-
Mean L1 in cingulum hippocampus on FA skeleton (left),25237,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0352932745352304,-0.0819037411518063,,,continuous-25237-both_sexes--irnt
U13.6 Computed tomography of bone,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,306,394535,0.0354025964944318,-0.608664690747643,,,categorical-41210-both_sexes-U136-
total fatty acids,total_fatty_acids,continuous,,Biological samples > Assay results > Blood assays > Biological samples > NMR metabolomics,,94910,,0.0356665530137401,-0.0363380678793113,,,continuous-total_fatty_acids-both_sexes--custom
Hand grip strength (right),47,continuous,,UK Biobank Assessment Centre > Physical measures > Hand grip strength,,393230,,0.0357519994959623,0.0115881081128828,,,continuous-47-both_sexes--irnt
I33 Acute and subacute endocarditis,131320,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,304,394537,0.035902513446778,0.617117586620518,,,icd_first_occurrence-131320-both_sexes--
"Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (right)",25871,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.0359551899994491,0.0713482892900089,,,continuous-25871-both_sexes--irnt
M75 Shoulder lesions,131954,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,25617,369224,0.0360327037516148,-0.0681691869604713,,,icd_first_occurrence-131954-both_sexes--
Chronic sinusitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2456,392327,0.0363307913667089,-0.217802350101411,,,categorical-20002-both_sexes-1416-
J04 Acute laryngitis and tracheitis,131432,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,3624,391217,0.0367179247266443,-0.177519864774773,,,icd_first_occurrence-131432-both_sexes--
Betnovate cream,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1344,393439,0.0371004594129957,0.288682826301247,,,categorical-20003-both_sexes-1140882694-
E09.5 Biopsy of lesion of external nose,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,516,394325,0.0374274279864837,0.464976856285122,,,categorical-41200-both_sexes-E095-
Nitrazepam,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,229,394554,0.0374336440281576,0.708407042992143,,,categorical-20003-both_sexes-1140863182-
C79.4 Injection into vitreous body NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,349,394492,0.0378684453853138,0.571629168747297,,,categorical-41210-both_sexes-C794-
Diverticular disease/diverticulitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,4456,390327,0.0379183107841075,0.157341850974435,,,categorical-20002-both_sexes-1458-
G44.8 Other specified other therapeutic fibreoptic endoscopic operations on upper gastrointestinal tract,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,236,394605,0.0381607733082669,-0.697062777602909,,,categorical-41200-both_sexes-G448-
Mean OD in sagittal stratum on FA skeleton (right),25422,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.0383342347770271,0.0804062190296267,,,continuous-25422-both_sexes--irnt
Non-hodgkins lymphoma,20001,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,739,394044,0.0383462680274788,-0.390557810403116,,,categorical-20001-both_sexes-1053-
Lofepramine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,300,394483,0.0384045617809377,-0.608340402576815,,,categorical-20003-both_sexes-1140867726-
L03 Cellulitis,131702,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,22996,371845,0.0386414028423811,0.0645558579716532,,,icd_first_occurrence-131702-both_sexes--
J14.1 Biopsy of liver NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,339,394502,0.0388468093370367,0.571688574080166,,,categorical-41200-both_sexes-J141-
Clonazepam,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,270,394513,0.0389495453040101,-0.644079413388125,,,categorical-20003-both_sexes-1140872150-
N72 Inflammatory disease of cervix uteri,132110,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,1636,211977,0.0391981133916374,0.260223932879066,,,icd_first_occurrence-132110-both_sexes--
Gamma glutamyltransferase,30730,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,376608,,0.0392320868100457,-0.0153249262042524,,,continuous-30730-both_sexes--irnt
