nodes,in_gwas_catalog,alc_val,ALC_TRAIT,SMOK_TRAIT,SUD_TRAIT,NEUROPSYCH_TRAIT,HGNC Symbol,Approved name,family,GeneSet,adjP,N_Geneset,Heart_Atrial_Appendage,Heart_Left_Ventricle,Skin_Not_Sun_Exposed_Suprapubic,Skin_Sun_Exposed_Lower_leg,Colon_Transverse,Esophagus_Mucosa,Liver,Minor_Salivary_Gland,Pancreas,Small_Intestine_Terminal_Ileum,Stomach,Brain_Amygdala,Brain_Anterior_cingulate_cortex_BA24,Brain_Caudate_basal_ganglia,Brain_Cerebellar_Hemisphere,Brain_Cerebellum,Brain_Cortex,Brain_Frontal_Cortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleus_accumbens_basal_ganglia,Brain_Putamen_basal_ganglia,Brain_Spinal_cord_cervical_c-1,Brain_Substantia_nigra,Adrenal_Gland,Cells_Cultured_fibroblasts,Muscle_Skeletal,Whole_Blood,Bladder,Kidney_Cortex,genebass_phewas
DDX6,TRUE,FALSE,,,,,DDX6,DEAD-box helicase 55,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Liver', 'Pancreas', 'Brain_Amygdala', 'Brain_Hippocampus', 'Brain_Putamen_basal_ganglia', 'Brain_Substantia_nigra', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 2.02e-14, 3.45e-08, 6.3e-06, 0.000201512, 7.29e-09, 1.48e-05, 2.19e-13]",9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"['date o34 first reported (maternal care for known or suspected abnormality of pelvic organs)', 'date o34 first reported (maternal care for known or suspected abnormality of pelvic organs)']"
DHRS3,TRUE,FALSE,,,,,DHRS3,dehydrogenase/reductase 12,,"['Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Adrenal_Gland', 'Whole_Blood']","[6.3e-06, 0.00480754, 0.009738567, 5.23e-05, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05, 0.007778759, 0.000130212]",14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"['non-cancer illness code, self-reported', 'operative procedures - secondary opcs4', 'mean fa in uncinate fasciculus on fa skeleton (left)', 'c21 malignant neoplasm of anus and anal canal', 'non-cancer illness code, self-reported', 'operative procedures - secondary opcs4', 'mean fa in uncinate fasciculus on fa skeleton (left)', 'c21 malignant neoplasm of anus and anal canal', 'operative procedures - secondary opcs4', 'volume of grey matter in inferior temporal gyrus, temporooccipital part (left)']"
DLGAP4,TRUE,FALSE,,,,,,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Skin_Sun_Exposed_Lower_leg', 'Esophagus_Mucosa', 'Liver', 'Pancreas', 'Stomach', 'Brain_Hypothalamus', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 0.007854812, 0.01517091, 2.02e-14, 3.45e-08, 0.000264488, 0.004523032, 7.29e-09, 0.008067638, 1.48e-05, 0.000130212, 2.19e-13]",13,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"['treatment/medication code', 'operative procedures - main opcs4', 'venous thromboembolism (vte)', 'date j15 first reported (bacterial pneumonia, not elsewhere classified)', 'treatment/medication code', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date j13 first reported (pneumonia due to streptococcus pneumoniae)']"
DNAH8,TRUE,FALSE,,"{'smoking status measurement: smoking status (heavy vs never) (PMID: 26423011)', 'smoking initiation: smoking initiation (PMID: 36477530)'}",,{'attempted suicide: suicide attempts in schizophrenia (PMID: 31164008)'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['non-cancer illness code, self-reported', 'operation code', 'ever taken cannabis', '', '', 'non-cancer illness code, self-reported', 'treatment/medication code', 'treatment/medication code', 'operation code', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date b24 first reported (unspecified human immunodeficiency virus [hiv] disease)', 'date l93 first reported (lupus erythematosus)', 'date q74 first reported (other congenital malformations of limb(s))', 'non-cancer illness code, self-reported', 'operation code', '', '', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'date o24 first reported (diabetes mellitus in pregnancy)']"
DNAJB12,TRUE,TRUE,"{'childhood trauma measurement, alcohol consumption measurement: alcohol consumption x traumatic event in childhood (felt hated by family member) interaction (PMID: 34417442)'}","{'smoking initiation: smoking initiation (PMID: 36477530)', 'smoking cessation: smoking cessation (PMID: 36477530)'}",,{'cognitive function measurement: cognitive performance (mtag) (PMID: 30038396)'},,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Liver', 'Pancreas', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Substantia_nigra']","[9.75e-06, 1.71e-06, 2.02e-14, 3.45e-08, 6.3e-06, 0.00480754, 0.000927226, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 1.48e-05]",14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"['date q38 first reported (other congenital malformations of tongue, mouth and pharynx)']"
DNAJB14,TRUE,FALSE,,,,,,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Liver', 'Pancreas', 'Brain_Amygdala', 'Brain_Hippocampus', 'Brain_Putamen_basal_ganglia', 'Muscle_Skeletal', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 2.02e-14, 3.45e-08, 6.3e-06, 0.000201512, 7.29e-09, 1.51e-05, 0.000130212, 2.19e-13]",10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"['operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date i15 first reported (secondary hypertension)', 'non-cancer illness code, self-reported', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date f25 first reported (schizoaffective disorders)', 'date i15 first reported (secondary hypertension)', '', '']"
DNAJC25-GNG10,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['operative procedures - secondary opcs4', 'non-cancer illness code, self-reported', 'treatment/medication code', '', '', '', '', 'date m45 first reported (ankylosing spondylitis)', 'operative procedures - secondary opcs4', 'date o63 first reported (long labour)', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4']"
DNMT3A,TRUE,FALSE,,"{""smoking status measurement, crohn's disease: crohn's disease x smoking status (never vs ever smoking) interaction (PMID: 28506689)"", 'smoking behavior, bmi-adjusted waist circumference: waist circumference adjusted for bmi (adjusted for smoking behaviour) (PMID: 28443625)', 'bmi-adjusted waist circumference: waist circumference adjusted for bmi in smokers (PMID: 28443625)', 'smoking behavior, bmi-adjusted waist circumference: waist circumference adjusted for bmi (joint analysis main effects and smoking interaction) (PMID: 28443625)', 'bmi-adjusted waist circumference: waist circumference adjusted for bmi in non-smokers (PMID: 28443625)'}",,,,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Liver', 'Pancreas', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Hippocampus', 'Brain_Substantia_nigra', 'Cells_Cultured_fibroblasts', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 0.000559154, 0.007854812, 2.02e-14, 3.45e-08, 6.3e-06, 0.00480754, 0.009738567, 5.23e-05, 0.000201512, 1.48e-05, 0.014497681, 0.000130212, 2.19e-13]",15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"['treatment/medication code', 'operation code', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'standing height', 'whole body fat free mass adjusted for body mass index (wbffmadjbmi)', 'standing height', 'standing height male', 'c92 myeloid leukaemia', 'date d70 first reported (agranulocytosis)', 'cancer code, self-reported', 'non-cancer illness code, self-reported', 'non-cancer illness code, self-reported', 'treatment/medication code', 'treatment/medication code', 'treatment/medication code', 'treatment/medication code', 'operation code', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'eosinophill percentage', ""c83 diffuse non-hodgkin's lymphoma"", ""c85 other and unspecified types of non-hodgkin's lymphoma"", 'z85 personal history of malignant neoplasm', 'date h20 first reported (iridocyclitis)', 'treatment/medication code', 'operation code', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'breast cancer', 'rare cancer', 'standing height', 'whole body fat free mass adjusted for body mass index (wbffmadjbmi)', 'standing height', 'standing height male', 'c92 myeloid leukaemia', 'date d70 first reported (agranulocytosis)', 'mean od in tapetum on fa skeleton (left)']"
DOCK9,TRUE,FALSE,,,,,,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Skin_Sun_Exposed_Lower_leg', 'Esophagus_Mucosa', 'Liver', 'Pancreas', 'Stomach', 'Brain_Amygdala', 'Brain_Caudate_basal_ganglia', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Adrenal_Gland', 'Cells_Cultured_fibroblasts', 'Muscle_Skeletal', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 0.007854812, 0.01517091, 2.02e-14, 3.45e-08, 0.000264488, 6.3e-06, 0.000927226, 0.008042111, 7.29e-09, 0.007778759, 0.014497681, 1.51e-05, 0.000130212, 2.19e-13]",16,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"['operative procedures - main opcs4', 'volume of ventricular cerebrospinal fluid (normalised for head size)']"
DTNA,TRUE,FALSE,,{'smoking initiation: smoking initiation (PMID: 36477530)'},,"{'schizophrenia: schizophrenia (PMID: 26198764)', ""alzheimer disease, educational attainment: alzheimer's disease or educational attainment (pleiotropy) (PMID: 34743297)""}",,,,"['Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Colon_Transverse', 'Esophagus_Mucosa', 'Minor_Salivary_Gland', 'Pancreas', 'Small_Intestine_Terminal_Ileum', 'Stomach', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Adrenal_Gland', 'Cells_Cultured_fibroblasts', 'Kidney_Cortex']","[0.000559154, 0.007854812, 0.010612249, 0.01517091, 0.008161939, 3.45e-08, 0.000166514, 0.000264488, 6.3e-06, 0.00480754, 0.000927226, 0.009738567, 5.23e-05, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05, 0.007778759, 0.014497681, 2.19e-13]",24,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"['operative procedures - secondary opcs4', 'frequency of inability to cease drinking in last year', 'operative procedures - secondary opcs4', 'date k12 first reported (stomatitis and related lesions)']"
DYM,TRUE,FALSE,,"{'smoking status measurement, systolic blood pressure: systolic blood pressure x smoking status (current vs non-current) interaction (1df test) (PMID: 29455858)', '3-hydroxypropylmercapturic acid measurement: 3-hydroxypropylmercapturic acid levels in smokers (PMID: 26053186)', 'smoking status measurement, systolic blood pressure: systolic blood pressure x smoking status (current vs non-current) interaction (2df test) (PMID: 29455858)'}",,{'cutaneous leishmaniasis: cutaneous leishmaniasis (PMID: 32830257)'},DYM,dymeclin,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Liver', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Substantia_nigra', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 2.02e-14, 6.3e-06, 0.00480754, 0.000927226, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 1.48e-05, 0.000130212, 2.19e-13]",15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"['treatment/medication code', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date q14 first reported (congenital malformations of posterior segment of eye)']"
ECRG4,TRUE,FALSE,,,,"{""dementia, alzheimer's disease neuropathologic change: dementia and core alzheimer's disease neuropathologic changes (PMID: 25188341)""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['operation code', 'date a87 first reported (viral meningitis)', 'treatment/medication code', 'operation code', 'mean od in cingulum cingulate gyrus on fa skeleton (right)', 'treatment/medication code', 'treatment/medication code', 'operative procedures - main opcs4']"
EEF2K,TRUE,FALSE,,,,,,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Liver', 'Pancreas', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Adrenal_Gland', 'Whole_Blood', 'Bladder', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 0.000559154, 0.007854812, 2.02e-14, 3.45e-08, 6.3e-06, 0.00480754, 0.000927226, 0.009738567, 5.23e-05, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05, 0.007778759, 0.000130212, 0.019506718, 2.19e-13]",23,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"['treatment/medication code', 'non-cancer illness code, self-reported', 'treatment/medication code', 'treatment/medication code', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'date m14 first reported (arthropathies in other diseases classified elsewhere)']"
EPM2A,TRUE,FALSE,,{'smoking initiation: smoking initiation (PMID: 36477530)'},{'methadone dose measurement: methadone dose in opioid dependence (PMID: 28115739)'},"{'attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement: externalizing behaviour (multivariate analysis) (PMID: 34446935)', 'exploratory eye movement measurement: exploratory eye movement dysfunction in schizophrenia (mean eye scanning length) (PMID: 26242244)'}",,,,"['Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Esophagus_Mucosa', 'Liver', 'Minor_Salivary_Gland', 'Pancreas', 'Brain_Spinal_cord_cervical_c-1', 'Adrenal_Gland', 'Cells_Cultured_fibroblasts', 'Muscle_Skeletal', 'Kidney_Cortex']","[0.000559154, 0.007854812, 0.01517091, 2.02e-14, 0.008161939, 3.45e-08, 0.008067638, 0.007778759, 0.014497681, 1.51e-05, 2.19e-13]",11,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"['operation code', 'mean md in fornix cres+stria terminalis on fa skeleton (left)', 'mean l3 in fornix cres+stria terminalis on fa skeleton (left)', 'treatment/medication code', 'mean platelet (thrombocyte) volume', 'date g59 first reported (mononeuropathy in diseases classified elsewhere)', 'operation code', 'mean md in fornix cres+stria terminalis on fa skeleton (left)', 'mean md in superior fronto-occipital fasciculus on fa skeleton (left)', 'mean l3 in fornix cres+stria terminalis on fa skeleton (left)', 'treatment/medication code', 'operative procedures - main opcs4', 'date e87 first reported (other disorders of fluid, electrolyte and acid-base balance)']"
ERBIN,TRUE,FALSE,,,,{'memory performance: logical memory (delayed recall) in mild cognitive impairment (PMID: 29274321)'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['weight', 'weight', 'whole body fat-free mass', 'whole body water mass', 'basal metabolic rate', 'leg fat-free mass (right)', 'leg predicted mass (right)', 'leg fat-free mass (left)', 'leg predicted mass (left)', 'arm fat-free mass (right)', 'arm predicted mass (right)', 'arm fat-free mass (left)', 'arm predicted mass (left)', 'trunk fat-free mass', 'trunk predicted mass', 'whole body fat free mass', 'standing height female', 'weight', ""c81 hodgkin's disease"", 'date i05 first reported (rheumatic mitral valve diseases)', 'whole body fat-free mass', 'whole body water mass', 'basal metabolic rate', 'leg fat-free mass (right)', 'leg predicted mass (right)', 'leg fat-free mass (left)', 'leg predicted mass (left)', 'arm fat-free mass (right)', 'arm predicted mass (right)', 'arm fat-free mass (left)', 'arm predicted mass (left)', 'trunk fat-free mass', 'trunk predicted mass', 'whole body fat free mass', 'standing height female', 'sitting height female', ""c81 hodgkin's disease"", 'date i05 first reported (rheumatic mitral valve diseases)', 'operative procedures - secondary opcs4', 'whole body fat free mass adjusted for body mass index (wbffmadjbmi) female', 'whole body fat free mass female', 'waist circumference adjusted for body mass index (wcadjbmi) male', 'date n44 first reported (torsion of testis)']"
ESD,TRUE,FALSE,,,,,ESD,esterase D,,"['Heart_Left_Ventricle', 'Pancreas', 'Brain_Amygdala', 'Brain_Hippocampus', 'Brain_Putamen_basal_ganglia', 'Whole_Blood']","[1.71e-06, 3.45e-08, 6.3e-06, 0.000201512, 7.29e-09, 0.000130212]",6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"['treatment/medication code', 'mean l1 in inferior cerebellar peduncle on fa skeleton (left)', 'volume of grey matter in planum polare (right)', 'treatment/medication code', 'operative procedures - main opcs4']"
EXOC2,TRUE,FALSE,,{'lung carcinoma: lung cancer in ever smokers (PMID: 28604730)'},,"{'schizophrenia: schizophrenia (PMID: 22885689)', 'cognitive function measurement: cognitive function in longevity (PMID: 33607172)', 'memory performance: cognitive function (immediate memory) (PMID: 35386118)', 'memory performance: cognitive function (immediate memory) (longitudinal) (PMID: 35386118)'}",,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Liver', 'Pancreas', 'Brain_Amygdala', 'Brain_Hippocampus', 'Brain_Putamen_basal_ganglia', 'Muscle_Skeletal', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 2.02e-14, 3.45e-08, 6.3e-06, 0.000201512, 7.29e-09, 1.51e-05, 0.000130212, 2.19e-13]",10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"['', 'operative procedures - secondary opcs4']"
